Sample_ID,Sample_type,Site,Sample_date,Extraction_date,Julian_day,Month,Season,Depth,Latitude,Longitude,Shoot_Length,Leaf_Width,No_Leaves,Dataset,Dataset_short,Dislodgment_method,Area,Country,Sample_name_16S,Sample_name_18S,E,N,NE,NW,S,SE,SW,W,Sheltered.Index,Sea.Surface.Temperature,Orbital_Velocity_Mean,Orbital_Velocity_Max,Salinity,Bathymetry,LibrarySize_16S,Richness_16S,Shannon_16S,DNA_Concentration
M_RQ4_SGO_t3_2,old_leaf,Maasholm,2021-09-23,25.11.2021,266,September,Autumn,NA,54.687,10.007,22.2,2,3,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P02-H06-SeaStore-Seq02-2022-K-D-SGO-t3-2,1183F-1443R-P02-H06-SeaStore-Seq02-2022-K-D-SGO-t3-2,0,0.0208602738,0.001887815768,0.7736870256,0.8239476887,0.07844843815,0.9893686468,0.8583808343,6,16.89343102,Inf,Inf,21.70870209,0,6352,109,3.5842916,0.97
G_D_SGO_t0_1,old_leaf,Gelting,2022-05-11,24.08.2022,131,May,Spring,NA,54.767,9.877,NA,3,4,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-A07-K-RQ1-SGR-t5-2,1183F-1443R-P01-A07-K-RQ1-SGR-t5-2,0.3758405423,0,0.04060224616,0,0.9998640278,0.8520116648,0.9992209203,0.6779932079,6,10.90079722,5.30E-06,0.001586354497,19.05716705,-4.09,32490,184,2.621418589,4.86
G_D_SGO_t0_2,old_leaf,Gelting,2022-05-11,21.09.2022,131,May,Spring,NA,54.767,9.877,NA,4,4,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-A08-S-10-in-Tja,1183F-1443R-P01-A08-S-10-in-Tja,0.3758405423,0,0.04060224616,0,0.9998640278,0.8520116648,0.9992209203,0.6779932079,6,10.90079722,5.30E-06,0.001586354497,19.05716705,-4.09,24648,439,5.547795866,9.41
G_D_SGO_t0_3,old_leaf,Gelting,2022-05-11,07.10.2022,131,May,Spring,NA,54.767,9.877,NA,2,4,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-A09-K-RQ2-S-t5-2,1183F-1443R-P01-A09-K-RQ2-S-t5-2,0.3758405423,0,0.04060224616,0,0.9998640278,0.8520116648,0.9992209203,0.6779932079,6,10.90079722,5.30E-06,0.001586354497,19.05716705,-4.09,32771,655,5.729167054,5.6
M_RQ3_SGO_t5_1,old_leaf,Maasholm,2023-05-24,08.08.2023,144,May,Spring,NA,54.687,10.007,NA,4,9,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-B10-G-Q3-S-t4-3,1183F-1443R-P01-B10-G-Q3-S-t4-3,0,0.0208602738,0.001887815768,0.7736870256,0.8239476887,0.07844843815,0.9893686468,0.8583808343,6,11.33843114,Inf,Inf,16.37156105,0,62323,461,4.995474915,13.2
M_RQ3_SGO_t5_2,old_leaf,Maasholm,2023-05-24,09.08.2023,144,May,Spring,NA,54.687,10.007,NA,5,6,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-B11-M-C-S-t5-3,1183F-1443R-P01-B11-M-C-S-t5-3,0,0.0208602738,0.001887815768,0.7736870256,0.8239476887,0.07844843815,0.9893686468,0.8583808343,6,11.33843114,Inf,Inf,16.37156105,0,45233,504,5.055911445,24.2
M_RQ3_SGO_t5_3,old_leaf,Maasholm,2023-05-24,10.08.2023,144,May,Spring,NA,54.687,10.007,NA,3,7,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-B12-G-D-S-t4-1,1183F-1443R-P01-B12-G-D-S-t4-1,0,0.0208602738,0.001887815768,0.7736870256,0.8239476887,0.07844843815,0.9893686468,0.8583808343,6,11.33843114,Inf,Inf,16.37156105,0,34264,679,5.812997202,18
M_RQ4_SGO_t5_3,old_leaf,Maasholm,2023-05-24,10.08.2023,144,May,Spring,NA,54.687,10.007,NA,3,4,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-C06-M-RQ4-SGR-t5-1,1183F-1443R-P01-C06-M-RQ4-SGR-t5-1,0,0.0208602738,0.001887815768,0.7736870256,0.8239476887,0.07844843815,0.9893686468,0.8583808343,6,11.33843114,Inf,Inf,16.37156105,0,38786,320,4.376209081,12.3
K_D_SGO_t5_1,old_leaf,Kiel,2023-05-22,08.08.2023,142,May,Spring,NA,54.346,10.154,NA,4,6,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-D08-K-RQ1-S-t5-1,1183F-1443R-P01-D08-K-RQ1-S-t5-1,0.9486099468,0.8552587941,0.373863805,0.9949431349,0.9852850089,0.9802549501,0.9990751514,1,8,NA,7.87E-06,2.21E-04,14.94716454,-3.64,57579,683,5.52669115,10.5
K_D_SGO_t5_2,old_leaf,Kiel,2023-05-22,09.08.2023,142,May,Spring,NA,54.346,10.154,NA,5,7,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-D09-K-C-S-t5-3,1183F-1443R-P01-D09-K-C-S-t5-3,0.9486099468,0.8552587941,0.373863805,0.9949431349,0.9852850089,0.9802549501,0.9990751514,1,8,NA,7.87E-06,2.21E-04,14.94716454,-3.64,41677,745,5.768320264,15.9
K_D_SGO_t5_3,old_leaf,Kiel,2023-05-22,10.08.2023,142,May,Spring,NA,54.346,10.154,NA,4,6,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-D10-G-Q3-S-t4-1,1183F-1443R-P01-D10-G-Q3-S-t4-1,0.9486099468,0.8552587941,0.373863805,0.9949431349,0.9852850089,0.9802549501,0.9990751514,1,8,NA,7.87E-06,2.21E-04,14.94716454,-3.64,55107,506,5.214422751,10.4
K_RQ1_SGO_t5_1,old_leaf,Kiel,2023-05-23,08.08.2023,143,May,Spring,NA,54.349,10.15,NA,5,6,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-E02-K-RQ1-SGR-t5-3,1183F-1443R-P01-E02-K-RQ1-SGR-t5-3,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,3.08E-06,4.87E-05,14.94716454,-3.64,36886,91,1.952236821,24
K_RQ2_SGO_t5_2,old_leaf,Kiel,2023-05-22,09.08.2023,142,May,Spring,NA,54.349,10.15,NA,5,10,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-E09-K-RQ4-S-t5-3,1183F-1443R-P01-E09-K-RQ4-S-t5-3,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,3.00E-06,4.87E-05,14.94716454,-3.64,23357,640,5.835046877,4.68
K_RQ2_SGO_t5_3,old_leaf,Kiel,2023-05-22,10.08.2023,142,May,Spring,NA,54.349,10.15,NA,4,7,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-E10-M-C-S-t5-2,1183F-1443R-P01-E10-M-C-S-t5-2,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,3.00E-06,4.87E-05,14.94716454,-3.64,43504,507,5.277329619,6.06
K_RQ4_SGO_t5_1,old_leaf,Kiel,2023-05-23,08.08.2023,143,May,Spring,NA,54.349,10.15,NA,8,4,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-F08-K-RQ3-SGR-t5-2,1183F-1443R-P01-F08-K-RQ3-SGR-t5-2,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,3.08E-06,4.87E-05,14.94716454,-3.64,50224,448,4.358231062,14.1
K_RQ4_SGO_t5_2,old_leaf,Kiel,2023-05-23,09.08.2023,143,May,Spring,NA,54.349,10.15,NA,5,4,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-F09-S-10-in-Bjo,1183F-1443R-P01-F09-S-10-in-Bjo,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,3.08E-06,4.87E-05,14.94716454,-3.64,37615,627,5.672908581,12.3
K_RQ4_SGO_t5_3,old_leaf,Kiel,2023-05-23,10.08.2023,143,May,Spring,NA,54.349,10.15,NA,4,4,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-F10-G-D-S-t4-3,1183F-1443R-P01-F10-G-D-S-t4-3,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,3.08E-06,4.87E-05,14.94716454,-3.64,37909,638,5.732217876,17.5
G_D_SGO_t4_1,old_leaf,Gelting,2023-06-20,08.08.2023,171,June,Summer,NA,54.767,9.877,NA,4.5,6,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-H09-SGR-10-Sli,1183F-1443R-P01-H09-SGR-10-Sli,0.3758405423,0,0.04060224616,0,0.9998640278,0.8520116648,0.9992209203,0.6779932079,6,17.19660065,0.001724405328,0.08903993231,19.55888939,-4.09,88802,436,4.437488126,12.7
G_D_SGO_t4_2,old_leaf,Gelting,2023-06-20,09.08.2023,171,June,Summer,NA,54.767,9.877,NA,5,6,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-H10-G-Q4-S-t4-2,1183F-1443R-P01-H10-G-Q4-S-t4-2,0.3758405423,0,0.04060224616,0,0.9998640278,0.8520116648,0.9992209203,0.6779932079,6,17.19660065,0.001724405328,0.08903993231,19.55888939,-4.09,58032,437,5.076175216,13.8
G_D_SGO_t4_3,old_leaf,Gelting,2023-06-20,10.08.2023,171,June,Summer,NA,54.767,9.877,NA,3.9,6,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-H11-K-RQ2-S-t5-1,1183F-1443R-P01-H11-K-RQ2-S-t5-1,0.3758405423,0,0.04060224616,0,0.9998640278,0.8520116648,0.9992209203,0.6779932079,6,17.19660065,0.001724405328,0.08903993231,19.55888939,-4.09,53196,816,5.941717024,16.1
G_RQ4_SGO_t4_1,old_leaf,Gelting,2023-06-20,08.08.2023,171,June,Summer,NA,54.767,9.877,NA,3,6,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P02-A03-G-Q4-S-t0-3,1183F-1443R-P02-A03-G-Q4-S-t0-3,0.3758405423,0,0.04060224616,0,0.9998640278,0.8520116648,0.9992209203,0.6779932079,6,17.19660065,0.001724405328,0.08903993231,19.55888939,-4.09,26349,456,5.165330331,12.5
G_RQ4_SGO_t4_2,old_leaf,Gelting,2023-06-20,09.08.2023,171,June,Summer,NA,54.767,9.877,NA,3,5,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P02-B01-K-RQ3-S-t5-2,1183F-1443R-P02-B01-K-RQ3-S-t5-2,0.3758405423,0,0.04060224616,0,0.9998640278,0.8520116648,0.9992209203,0.6779932079,6,17.19660065,0.001724405328,0.08903993231,19.55888939,-4.09,33348,706,5.794148146,14
G_RQ4_SGO_t4_3,old_leaf,Gelting,2023-06-20,10.08.2023,171,June,Summer,NA,54.767,9.877,NA,4,6,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P02-B02-S-10-in-Sli,1183F-1443R-P02-B02-S-10-in-Sli,0.3758405423,0,0.04060224616,0,0.9998640278,0.8520116648,0.9992209203,0.6779932079,6,17.19660065,0.001724405328,0.08903993231,19.55888939,-4.09,30381,673,5.853890413,9.26
M_RQ3_SGO_t3_1,old_leaf,Maasholm,2021-09-23,25.11.2021,266,September,Autumn,NA,54.687,10.007,13.6,2,4,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P02-A06-SeaStore-Seq02-2022-M-RQ4-S-t3-2,1183F-1443R-P02-A06-SeaStore-Seq02-2022-M-RQ4-S-t3-2,0,0.0208602738,0.001887815768,0.7736870256,0.8239476887,0.07844843815,0.9893686468,0.8583808343,6,16.89343102,Inf,Inf,21.70870209,0,34961,383,4.970635148,3.72
K_RQ3_SGO_t3_1,old_leaf,Kiel,2021-09-29,25.11.2021,272,September,Autumn,NA,54.349,10.15,36,4,4,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P02-A11-SeaStore-Seq02-2022-K-RQ1-S-t3-2,1183F-1443R-P02-A11-SeaStore-Seq02-2022-K-RQ1-S-t3-2,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,7.38E-06,3.30E-04,14.06503677,-3.64,58425,552,5.255701949,0.723
K_RQ4_SGO_t3_3,old_leaf,Kiel,2021-09-29,10.12.2021,272,September,Autumn,NA,54.349,10.15,40,5,3,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P02-A12-SeaStore-Seq02-2022-K-RQ4-S-t3-1,1183F-1443R-P02-A12-SeaStore-Seq02-2022-K-RQ4-S-t3-1,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,7.38E-06,3.30E-04,14.06503677,-3.64,41032,515,5.292618703,2.58
M_RQ3_SGO_t3_2,old_leaf,Maasholm,2021-09-23,03.12.2021,266,September,Autumn,NA,54.687,10.007,43.5,2,5,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P02-B06-SeaStore-Seq02-2022-M-RQ4-S-t3-3,1183F-1443R-P02-B06-SeaStore-Seq02-2022-M-RQ4-S-t3-3,0,0.0208602738,0.001887815768,0.7736870256,0.8239476887,0.07844843815,0.9893686468,0.8583808343,6,16.89343102,Inf,Inf,21.70870209,0,14277,244,4.650882429,1.94
K_RQ3_SGO_t3_2,old_leaf,Kiel,2021-09-29,26.11.2021,272,September,Autumn,NA,54.349,10.15,32,5,3,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P02-B11-SeaStore-Seq02-2022-K-RQ1-S-t3-3,1183F-1443R-P02-B11-SeaStore-Seq02-2022-K-RQ1-S-t3-3,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,7.38E-06,3.30E-04,14.06503677,-3.64,31076,461,5.190955188,0.741
M_RQ3_SGO_t3_3,old_leaf,Maasholm,2021-09-23,18.11.2021,266,September,Autumn,NA,54.687,10.007,21.6,3,4,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P02-C06-SeaStore-Seq02-2022-M-C-S-t3-1,1183F-1443R-P02-C06-SeaStore-Seq02-2022-M-C-S-t3-1,0,0.0208602738,0.001887815768,0.7736870256,0.8239476887,0.07844843815,0.9893686468,0.8583808343,6,16.89343102,Inf,Inf,21.70870209,0,44180,504,5.122837446,16.7
K_RQ2_SGO_t3_1,old_leaf,Kiel,2021-09-29,25.11.2021,272,September,Autumn,NA,54.349,10.15,31,4,4,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P02-C10-SeaStore-Seq02-2022-K-RQ4-SGR-t3-2,1183F-1443R-P02-C10-SeaStore-Seq02-2022-K-RQ4-SGR-t3-2,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,7.38E-06,3.30E-04,14.06503677,-3.64,125308,70,1.641084212,0
K_RQ3_SGO_t3_3,old_leaf,Kiel,2021-09-29,06.12.2021,272,September,Autumn,NA,54.349,10.15,27.3,3,4,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P02-C11-SeaStore-Seq02-2022-K-RQ2-S-t3-1,1183F-1443R-P02-C11-SeaStore-Seq02-2022-K-RQ2-S-t3-1,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,7.38E-06,3.30E-04,14.06503677,-3.64,47574,642,5.546883895,1.09
SGO_10_Kos,old_leaf,Koster,2021-06-30,09.11.2022,181,June,Summer,2.5,58.883,10.992,NA,6,5,Seastore_Project,SP,whole_leaf,Kosterfjord,Sweden,515F-806R-P02-D04-SeaStore-Seq02-2022-M-RQ3-SGR-t3-1,1183F-1443R-P02-D04-SeaStore-Seq02-2022-M-RQ3-SGR-t3-1,9.28E-04,0,0.02058861509,0,0,0,0,0,1,15.95917623,Inf,Inf,34.83843994,0,38726,383,4.602206102,74
K_RQ2_SGO_t3_2,old_leaf,Kiel,2021-09-29,10.12.2021,272,September,Autumn,NA,54.349,10.15,39.5,4,4,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P02-D10-SeaStore-Seq02-2022-K-RQ4-SGR-t3-3,1183F-1443R-P02-D10-SeaStore-Seq02-2022-K-RQ4-SGR-t3-3,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,7.38E-06,3.30E-04,14.06503677,-3.64,62313,243,3.096956292,1.48
SGO_20_Kos,old_leaf,Koster,2021-06-30,30.11.2022,181,June,Summer,2.5,58.883,10.992,NA,9,7,Seastore_Project,SP,whole_leaf,Kosterfjord,Sweden,515F-806R-P02-E04-SeaStore-Seq02-2022-M-RQ3-SGR-t3-2,1183F-1443R-P02-E04-SeaStore-Seq02-2022-M-RQ3-SGR-t3-2,9.28E-04,0,0.02058861509,0,0,0,0,0,1,15.95917623,Inf,Inf,34.83843994,0,66561,380,4.898850963,5.28
K_RQ1_SGO_t3_1,old_leaf,Kiel,2021-09-29,25.11.2021,272,September,Autumn,NA,54.349,10.15,23,3,3,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P02-E09-SeaStore-Seq02-2022-K-RQ3-SGR-t3-2,1183F-1443R-P02-E09-SeaStore-Seq02-2022-K-RQ3-SGR-t3-2,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,7.38E-06,3.30E-04,14.06503677,-3.64,56752,242,3.075548368,1.43
K_RQ2_SGO_t3_3,old_leaf,Kiel,2021-09-29,06.12.2021,272,September,Autumn,NA,54.349,10.15,34.5,4,4,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P02-E10-SeaStore-Seq02-2022-K-D-S-t3-1,1183F-1443R-P02-E10-SeaStore-Seq02-2022-K-D-S-t3-1,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,7.38E-06,3.30E-04,14.06503677,-3.64,42505,639,5.659444367,1.43
K_RQ1_SGO_t3_2,old_leaf,Kiel,2021-09-29,06.12.2021,272,September,Autumn,NA,54.349,10.15,34.5,4,4,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P02-F09-SeaStore-Seq02-2022-K-RQ3-SGR-t3-3,1183F-1443R-P02-F09-SeaStore-Seq02-2022-K-RQ3-SGR-t3-3,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,7.38E-06,3.30E-04,14.06503677,-3.64,40909,168,3.276131241,1.18
K_D_SGO_t3_1,old_leaf,Kiel,2021-09-28,25.11.2021,271,September,Autumn,NA,54.346,10.154,59,3,3,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P02-G08-SeaStore-Seq02-2022-K-RQ2-SGR-t3-2,1183F-1443R-P02-G08-SeaStore-Seq02-2022-K-RQ2-SGR-t3-2,0.9486099468,0.8552587941,0.373863805,0.9949431349,0.9852850089,0.9802549501,0.9990751514,1,8,NA,2.94E-05,0.001935417354,14.06503677,-3.64,40587,290,4.082852047,2.07
K_RQ4_SGO_t3_1,old_leaf,Kiel,2021-09-29,25.11.2021,272,September,Autumn,NA,54.349,10.15,28.8,3,3,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P02-G11-SeaStore-Seq02-2022-K-RQ3-S-t3-2,1183F-1443R-P02-G11-SeaStore-Seq02-2022-K-RQ3-S-t3-2,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,7.38E-06,3.30E-04,14.06503677,-3.64,61969,557,5.312374051,0.782
K_D_SGO_t3_2,old_leaf,Kiel,2021-09-28,10.12.2021,271,September,Autumn,NA,54.346,10.154,63.5,3,4,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P02-H08-SeaStore-Seq02-2022-K-RQ2-SGR-t3-3,1183F-1443R-P02-H08-SeaStore-Seq02-2022-K-RQ2-SGR-t3-3,0.9486099468,0.8552587941,0.373863805,0.9949431349,0.9852850089,0.9802549501,0.9990751514,1,8,NA,2.94E-05,0.001935417354,14.06503677,-3.64,130223,166,2.227464891,2.68
K_RQ4_SGO_t3_2,old_leaf,Kiel,2021-09-29,10.12.2021,272,September,Autumn,NA,54.349,10.15,34.4,3.5,3,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P02-H11-SeaStore-Seq02-2022-K-RQ3-S-t3-3,1183F-1443R-P02-H11-SeaStore-Seq02-2022-K-RQ3-S-t3-3,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,7.38E-06,3.30E-04,14.06503677,-3.64,55523,660,5.524338778,0.483
M_RQ4_SGO_t4_3,old_leaf,Maasholm,2022-05-12,12.10.2022,132,May,Spring,NA,54.687,10.007,22.6,3,4,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P03-A04-SeaStore-Seq03-2022-M-RQ4-S-t1-3-DS-1-500,1183F-1443R-P03-A04-SeaStore-Seq03-2022-M-RQ4-S-t1-3-DS-1-500,0,0.0208602738,0.001887815768,0.7736870256,0.8239476887,0.07844843815,0.9893686468,0.8583808343,6,10.82686865,Inf,Inf,17.53926659,0,34236,618,5.526254671,8.3
M_RQ3_SGO_t4_1,old_leaf,Maasholm,2022-05-12,24.08.2022,132,May,Spring,NA,54.687,10.007,26,4,5,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P03-G01-SeaStore-Seq03-2022-M-N-SGR-t0-3,1183F-1443R-P03-G01-SeaStore-Seq03-2022-M-N-SGR-t0-3,0,0.0208602738,0.001887815768,0.7736870256,0.8239476887,0.07844843815,0.9893686468,0.8583808343,6,10.82686865,Inf,Inf,17.53926659,0,30212,352,4.880754821,13.3
M_RQ4_SGO_t4_1,old_leaf,Maasholm,2022-05-12,24.08.2022,132,May,Spring,NA,54.687,10.007,32,4,5,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P03-G03-SeaStore-Seq03-2022-M-RQ4-S-t1-3-DS-1-50,1183F-1443R-P03-G03-SeaStore-Seq03-2022-M-RQ4-S-t1-3-DS-1-50,0,0.0208602738,0.001887815768,0.7736870256,0.8239476887,0.07844843815,0.9893686468,0.8583808343,6,10.82686865,Inf,Inf,17.53926659,0,30241,551,5.412800103,17
M_RQ4_SGO_t4_2,old_leaf,Maasholm,2022-05-12,21.09.2022,132,May,Spring,NA,54.687,10.007,39.2,5,5,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P03-H03-SeaStore-Seq03-2022-M-RQ4-S-t1-3-DS-1-100,1183F-1443R-P03-H03-SeaStore-Seq03-2022-M-RQ4-S-t1-3-DS-1-100,0,0.0208602738,0.001887815768,0.7736870256,0.8239476887,0.07844843815,0.9893686468,0.8583808343,6,10.82686865,Inf,Inf,17.53926659,0,50864,707,5.601906158,5.76
K_D_SGO_t4_3,old_leaf,Kiel,2022-05-26,07.10.2022,146,May,Spring,NA,54.346,10.154,31.3,4,4,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-A11-SeaStore-Seq01-2022-2-M-RQ3-SGR-t4-2,1183F-1443R-P01-A11-SeaStore-Seq01-2022-2-M-RQ3-SGR-t4-2,0.9486099468,0.8552587941,0.373863805,0.9949431349,0.9852850089,0.9802549501,0.9990751514,1,8,NA,7.04E-06,4.29E-04,13.86539173,-3.64,7432,237,4.06365663,7.06
K_RQ2_SGO_t4_2,old_leaf,Kiel,2022-05-25,21.09.2022,145,May,Spring,NA,54.349,10.15,24.2,3,4,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-D12-SeaStore-Seq01-2022-2-K-D-SGR-t4-1,1183F-1443R-P01-D12-SeaStore-Seq01-2022-2-K-D-SGR-t4-1,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,2.18E-06,5.10E-05,13.86539173,-3.64,13055,300,4.482048259,2.24
K_RQ2_SGO_t4_3,old_leaf,Kiel,2022-05-25,12.10.2022,145,May,Spring,NA,54.349,10.15,29.4,3,4,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-E12-SeaStore-Seq01-2022-2-K-D-SGR-t4-2,1183F-1443R-P01-E12-SeaStore-Seq01-2022-2-K-D-SGR-t4-2,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,2.18E-06,5.10E-05,13.86539173,-3.64,45454,337,4.165804825,0.664
K_RQ1_SGO_t4_2,old_leaf,Kiel,2022-05-25,21.09.2022,145,May,Spring,NA,54.349,10.15,19.8,2.5,3,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-F11-SeaStore-Seq01-2022-2-M-RQ4-SGR-t4-1,1183F-1443R-P01-F11-SeaStore-Seq01-2022-2-M-RQ4-SGR-t4-1,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,2.18E-06,5.10E-05,13.86539173,-3.64,6920,103,3.100695784,1.64
K_RQ1_SGO_t4_3,old_leaf,Kiel,2022-05-25,12.10.2022,145,May,Spring,NA,54.349,10.15,37,3,4,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P01-G11-SeaStore-Seq01-2022-2-M-RQ4-SGR-t4-2,1183F-1443R-P01-G11-SeaStore-Seq01-2022-2-M-RQ4-SGR-t4-2,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,2.18E-06,5.10E-05,13.86539173,-3.64,40842,274,3.600855847,1.54
L_11_SGO_y,old_leaf,GEOMAR_Lab,2021-10-01,17.12.2021,274,October,Autumn,NA,NA,NA,62,4,4,Seastore_Project,SP,whole_leaf,Lab,Germany,515F-806R-P02-C11-SeaStore-Seq02-2022-2-ASR-S-cap-out-6,1183F-1443R-P02-C11-SeaStore-Seq02-2022-2-ASR-S-cap-out-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22022,580,5.68869796,6.94
K_RQ4_SGO_t4_3,old_leaf,Kiel,2022-05-25,12.10.2022,145,May,Spring,NA,54.349,10.15,25.6,3,4,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P02-E06-SeaStore-Seq02-2022-2-K-RQ2-SGR-t4-1,1183F-1443R-P02-E06-SeaStore-Seq02-2022-2-K-RQ2-SGR-t4-1,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,2.18E-06,5.10E-05,13.86539173,-3.64,41617,187,2.481158522,0.57
M_N_SGO_t0_1,old_leaf,Maasholm,2021-06-09,06.12.2021,160,June,Summer,NA,54.687,10.007,16.6,2,5,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P02-F10-SeaStore-Seq02-2022-2-KR1-SGR-3,1183F-1443R-P02-F10-SeaStore-Seq02-2022-2-KR1-SGR-3,0,0.0208602738,0.001887815768,0.7736870256,0.8239476887,0.07844843815,0.9893686468,0.8583808343,6,13.1253061,Inf,Inf,21.46413422,0,46237,98,2.813846366,3.27
