Sample_ID,Sample_name_16S,Sample_name_18S,Sample_type,Site,Sample_date,Extraction_date,Julian_day,Month,Season,Depth,Latitude,Longitude,Shoot_Length,Leaf_Width,No_Leaves,Dataset,Dataset_short,Dislodgment_method,Area,Country,Sheltered_Index,Sea_Surface_Temperature,Orbital_Velocity_Mean,Orbital_Velocity_Max,Salinity,Bathymetry,
B4,515YF-B806R-B4,1183F-1443R-B4,whole_plant,klosterloch,2015-08-26,02.11.2015,238,August,Summer,2.5,54.57827,13.12357,110,4,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,7,17.65194663,0.04566925113,0.762565565,9.663183212,-2.52,
B5,515YF-B806R-B5,1183F-1443R-B5,whole_plant,klosterloch,2015-08-26,02.05.2016,238,August,Summer,2.5,54.57827,13.12357,110,5,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,7,17.65194663,0.04566925113,0.762565565,9.663183212,-2.52,
B6,515YF-B806R-B6,1183F-1443R-B6,whole_plant,faehrinsel,2015-08-27,18.05.2016,239,August,Summer,3,54.55705,13.13677,90,4,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,8,17.74228517,0.04729419822,0.3578381553,9.559998512,-2.47,
B7,515YF-B806R-B7,1183F-1443R-B7,whole_plant,faehrinsel,2015-08-27,19.05.2016,239,August,Summer,3,54.55705,13.13677,115,3.5,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,8,17.74228517,0.04729419822,0.3578381553,9.559998512,-2.47,
B8,515YF-B806R-B8,1183F-1443R-B8,whole_plant,faehrinsel,2015-08-27,19.05.2016,239,August,Summer,3,54.55705,13.13677,94,4,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,8,17.74228517,0.04729419822,0.3578381553,9.559998512,-2.47,
B9,515YF-B806R-B9,1183F-1443R-B9,whole_plant,faehrinsel,2015-08-27,19.05.2016,239,August,Summer,3,54.55705,13.13677,125,4.5,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,8,17.74228517,0.04729419822,0.3578381553,9.559998512,-2.47,
B10,515YF-B806R-B10,1183F-1443R-B10,whole_plant,faehrinsel,2015-08-27,19.05.2016,239,August,Summer,3,54.55705,13.13677,95,3.5,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,8,17.74228517,0.04729419822,0.3578381553,9.559998512,-2.47,
L1,515YF-B806R-L1,1183F-1443R-L1,whole_plant,libben1,2015-08-28,10.05.2016,240,August,Summer,3.9,54.60116,13.15891,65,3,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,6,17.6412435,0.05494452455,0.6654866661,9.704210281,-4.47,
L2,515YF-B806R-L2,1183F-1443R-L2,whole_plant,libben1,2015-08-28,18.05.2016,240,August,Summer,3.9,54.60116,13.15891,67,3,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,6,17.6412435,0.05494452455,0.6654866661,9.704210281,-4.47,
L3,515YF-B806R-L3,1183F-1443R-L3,whole_plant,libben1,2015-08-28,19.05.2016,240,August,Summer,3.9,54.60116,13.15891,65,3,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,6,17.6412435,0.05494452455,0.6654866661,9.704210281,-4.47,
L4,515YF-B806R-L4,1183F-1443R-L4,whole_plant,libben1,2015-08-28,19.05.2016,240,August,Summer,3.9,54.60116,13.15891,62,3,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,6,17.6412435,0.05494452455,0.6654866661,9.704210281,-4.47,
L5,515YF-B806R-L5,1183F-1443R-L5,whole_plant,libben1,2015-08-28,19.05.2016,240,August,Summer,3.9,54.60116,13.15891,59,2.5,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,6,17.6412435,0.05494452455,0.6654866661,9.704210281,-4.47,
L6,515YF-B806R-L6,1183F-1443R-L6,whole_plant,libben2,2015-08-31,10.05.2016,243,August,Summer,5,54.59808,13.21117,65,4,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,6,17.63026136,0.02142209078,0.5689671152,9.358337402,-4.19,
L7,515YF-B806R-L7,1183F-1443R-L7,whole_plant,libben2,2015-08-31,21.04.2016,243,August,Summer,5,54.59808,13.21117,69,3.5,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,6,17.63026136,0.02142209078,0.5689671152,9.358337402,-4.19,
L8,515YF-B806R-L8,1183F-1443R-L8,whole_plant,libben2,2015-08-31,11.01.2016,243,August,Summer,5,54.59808,13.21117,73,4,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,6,17.63026136,0.02142209078,0.5689671152,9.358337402,-4.19,
L9,515YF-B806R-L9,1183F-1443R-L9,whole_plant,libben2,2015-08-31,07.01.2016,243,August,Summer,5,54.59808,13.21117,59,3.5,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,6,17.63026136,0.02142209078,0.5689671152,9.358337402,-4.19,
L10,515YF-B806R-L10,1183F-1443R-L10,whole_plant,libben2,2015-08-31,02.11.2015,243,August,Summer,5,54.59808,13.21117,46,2.5,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,6,17.63026136,0.02142209078,0.5689671152,9.358337402,-4.19,
Lx1,515YF-B806R-Lx1,1183F-1443R-Lx1,whole_plant,libbenX,2015-08-31,27.04.2016,243,August,Summer,7.1,54.61305,13.17829,64,3,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,6,17.53807043,0.04181826829,0.5479386313,9.383497238,-6.95,
Lx2,515YF-B806R-Lx2,1183F-1443R-Lx2,whole_plant,libbenX,2015-08-31,02.05.2016,243,August,Summer,7.1,54.61305,13.17829,57,2.5,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,6,17.53807043,0.04181826829,0.5479386313,9.383497238,-6.95,
Lx3,515YF-B806R-Lx3,1183F-1443R-Lx3,whole_plant,libbenX,2015-08-31,10.05.2016,243,August,Summer,7.1,54.61305,13.17829,59,3,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,6,17.53807043,0.04181826829,0.5479386313,9.383497238,-6.95,
Lx4,515YF-B806R-Lx4,1183F-1443R-Lx4,whole_plant,libbenX,2015-08-31,19.05.2016,243,August,Summer,7.1,54.61305,13.17829,76,3.5,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,6,17.53807043,0.04181826829,0.5479386313,9.383497238,-6.95,
Lx5,515YF-B806R-Lx5,1183F-1443R-Lx5,whole_plant,libbenX,2015-08-31,19.05.2016,243,August,Summer,7.1,54.61305,13.17829,72,3,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,6,17.53807043,0.04181826829,0.5479386313,9.383497238,-6.95,
S1,515YF-B806R-S1,1183F-1443R-S1,whole_plant,shaprode1,2015-09-01,02.05.2016,244,September,Autumn,3.4,54.51641,13.13775,100,4.5,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,8,17.50491538,0.02144445629,0.2027967987,9.161977768,-3.62,
S2,515YF-B806R-S2,1183F-1443R-S2,whole_plant,shaprode1,2015-09-01,21.04.2016,244,September,Autumn,3.4,54.51641,13.13775,105,4,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,8,17.50491538,0.02144445629,0.2027967987,9.161977768,-3.62,
S3,515YF-B806R-S3,1183F-1443R-S3,whole_plant,shaprode1,2015-09-01,11.01.2016,244,September,Autumn,3.4,54.51641,13.13775,100,4,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,8,17.50491538,0.02144445629,0.2027967987,9.161977768,-3.62,
S4,515YF-B806R-S4,1183F-1443R-S4,whole_plant,shaprode1,2015-09-01,07.01.2016,244,September,Autumn,3.4,54.51641,13.13775,105,5,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,8,17.50491538,0.02144445629,0.2027967987,9.161977768,-3.62,
S5,515YF-B806R-S5,1183F-1443R-S5,whole_plant,shaprode1,2015-09-01,02.11.2015,244,September,Autumn,3.4,54.51641,13.13775,105,5,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,8,17.50491538,0.02144445629,0.2027967987,9.161977768,-3.62,
S6,515YF-B806R-S6,1183F-1443R-S6,whole_plant,shaprode2,2015-09-01,27.04.2016,244,September,Autumn,1.9,54.51144,13.14459,25,2.5,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,8,17.50491538,0.02626282741,0.2487185871,9.161977768,-1.6,
S7,515YF-B806R-S7,1183F-1443R-S7,whole_plant,shaprode2,2015-09-01,27.04.2016,244,September,Autumn,1.9,54.51144,13.14459,29,3,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,8,17.50491538,0.02626282741,0.2487185871,9.161977768,-1.6,
S8,515YF-B806R-S8,1183F-1443R-S8,whole_plant,shaprode2,2015-09-01,02.05.2016,244,September,Autumn,1.9,54.51144,13.14459,30,3,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,8,17.50491538,0.02626282741,0.2487185871,9.161977768,-1.6,
S9,515YF-B806R-S9,1183F-1443R-S9,whole_plant,shaprode2,2015-09-01,10.05.2016,244,September,Autumn,1.9,54.51144,13.14459,34,3,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,8,17.50491538,0.02626282741,0.2487185871,9.161977768,-1.6,
S10,515YF-B806R-S10,1183F-1443R-S10,whole_plant,shaprode2,2015-09-01,18.05.2016,244,September,Autumn,1.9,54.51144,13.14459,30,3,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,8,17.50491538,0.02626282741,0.2487185871,9.161977768,-1.6,
B4-SGO-3,515F-806R-EMP2016-P03-B05-B4-SGO-3,1183F-1443R-P10-B05-B4-SGO-3,old_leaf,Lubmin,2020-09-18,15.12.2020,262,September,Autumn,2.15,54.13305,13.61388,110,3,4,Salinity_Gradient,SG,leaf_piece,Western Pomerania Lagoon National Park,Germany,4,17.20557685,0.001561914437,0.03547615177,15.34878635,-23.27,
B4-SGY-3,515F-806R-EMP2016-P03-D05-B4-SGY-3,1183F-1443R-P10-D05-B4-SGY-3,young_leaf,Lubmin,2020-09-18,15.12.2020,262,September,Autumn,2.15,54.13305,13.60262,136,4,NA,Salinity_Gradient,SG,leaf_piece,Western Pomerania Lagoon National Park,Germany,4,17.20557685,0.001561914437,0.03547615177,15.34878635,-23.27,
H1-SGO-1,515F-806R-EMP2016-P03-E05-H1-SGO-1,1183F-1443R-P10-E05-H1-SGO-1,old_leaf,Schaprode1,2020-07-14,11.12.2020,196,July,Summer,2.7,54.5145,13.61416,50,4,5,Salinity_Gradient,SG,leaf_piece,Western Pomerania Lagoon National Park,Germany,8,18.11374349,0.08046634962,0.5722182815,10.75862217,-2.08,
H1-SGY-1,515F-806R-EMP2016-P03-G05-H1-SGY-1,1183F-1443R-P10-G05-H1-SGY-1,young_leaf,Schaprode1,2020-07-14,07.10.2020,196,July,Summer,2.7,54.5145,13.61416,60,NA,NA,Salinity_Gradient,SG,leaf_piece,Western Pomerania Lagoon National Park,Germany,8,18.11374349,0.08046634962,0.5722182815,10.75862217,-2.08,
H4-SGO-1,515F-806R-EMP2016-P03-A06-H4-SGO-1,1183F-1443R-P10-A06-H4-SGO-1,old_leaf,Libben,2020-07-14,30.11.2020,196,July,Summer,3.1,54.60076,13.15375,45,4,6,Salinity_Gradient,SG,leaf_piece,Western Pomerania Lagoon National Park,Germany,6,17.64567059,0.08236506475,0.6804461776,15.91043377,-3.42,
H4-SGY-1,515F-806R-EMP2016-P03-C06-H4-SGY-1,1183F-1443R-P10-C06-H4-SGY-1,young_leaf,Libben,2020-07-14,30.11.2020,196,July,Summer,3.1,54.60076,13.15375,46,NA,NA,Salinity_Gradient,SG,leaf_piece,Western Pomerania Lagoon National Park,Germany,6,17.64567059,0.08236506475,0.6804461776,15.91043377,-3.42,
KF-SGO-5,515F-806R-EMP2016-P03-F06-KF-SGO-5,1183F-1443R-P10-F06-KF-SGO-5,old_leaf,Falckenstein,2020-06-23,13.01.2021,175,June,Summer,2.9,54.39403,10.1915,92,NA,NA,Salinity_Gradient,SG,leaf_piece,KielFjord,Germany,8,15.93086854,0.003045098237,0.1419216493,16.82980537,-1.55,
KF-SGY-5,515F-806R-EMP2016-P03-H06-KF-SGY-5,1183F-1443R-P10-H06-KF-SGY-5,young_leaf,Falckenstein,2020-06-23,11.12.2020,175,June,Summer,2.9,54.39403,10.1915,94,5,NA,Salinity_Gradient,SG,leaf_piece,KielFjord,Germany,8,15.93086854,0.003045098237,0.1419216493,16.82980537,-1.55,
KF-YPL-4d,515F-806R-EMP2016-P03-B07-KF-YPL-4d,1183F-1443R-P11-B07-KF-YPL-4d,young_leaf,Falckenstein,2020-06-23,14.01.2021,175,June,Summer,2.9,54.39403,10.1915,50,3,NA,Salinity_Gradient,SG,leaf_piece,KielFjord,Germany,8,15.93086854,0.003045098237,0.1419216493,16.82980537,-1.55,
KF-YPL-3d,515F-806R-EMP2016-P03-D07-KF-YPL-3d,1183F-1443R-P11-D07-KF-YPL-3d,young_leaf,Falckenstein,2020-06-23,14.01.2021,175,June,Summer,2.9,54.39403,10.1915,NA,NA,NA,Salinity_Gradient,SG,leaf_piece,KielFjord,Germany,8,15.93086854,0.003045098237,0.1419216493,16.82980537,-1.55,
KB-SGO-1,515F-806R-EMP2016-P03-E07-KB-SGO-1,1183F-1443R-P11-E07-KB-SGO-1,old_leaf,Badeanstalt,2020-06-23,15.12.2020,175,June,Summer,2.4,54.34957,10.14897,37,5,NA,Salinity_Gradient,SG,leaf_piece,KielFjord,Germany,8,NA,2.06E-05,6.34E-04,15.41676521,-2.97,
KB-SGY-1,515F-806R-EMP2016-P03-G07-KB-SGY-1,1183F-1443R-P11-G07-KB-SGY-1,young_leaf,Badeanstalt,2020-06-23,14.12.2020,175,June,Summer,2.4,54.34957,10.14897,56,3,NA,Salinity_Gradient,SG,leaf_piece,KielFjord,Germany,8,NA,2.06E-05,6.34E-04,15.41676521,-2.97,
KH-SGO-1,515F-806R-EMP2016-P03-A08-KH-SGO-1,1183F-1443R-P11-A08-KH-SGO-1,old_leaf,Heidkate,2020-06-24,30.11.2020,176,June,Summer,1.75,54.43638,10.32349,37,4,7,Salinity_Gradient,SG,leaf_piece,KielFjord,Germany,5,16.25399353,0.01514752857,0.2619116025,17.08588219,-1.73,
KH-SGY-1,515F-806R-EMP2016-P03-C08-KH-SGY-1,1183F-1443R-P11-C08-KH-SGY-1,young_leaf,Heidkate,2020-06-24,09.11.2020,176,June,Summer,1.75,54.43638,10.32349,40,4,5,Salinity_Gradient,SG,leaf_piece,KielFjord,Germany,5,16.25399353,0.01514752857,0.2619116025,17.08588219,-1.73,
NM-SGO-3,515F-806R-EMP2016-P03-E08-NM-SGO-3,1183F-1443R-P11-E08-NM-SGO-3,old_leaf,HamburgerHallig,2020-09-05,12.01.2021,249,September,Autumn,0.2,54.59842,8.81173,NA,NA,NA,Salinity_Gradient,SG,leaf_piece,NorthSea,Germany,NA,NA,NA,NA,NA,NA,
NM-SGY-3,515F-806R-EMP2016-P03-G08-NM-SGY-3,1183F-1443R-P11-G08-NM-SGY-3,young_leaf,HamburgerHallig,2020-09-05,07.12.2020,249,September,Autumn,0.2,54.59842,8.81173,NA,NA,NA,Salinity_Gradient,SG,leaf_piece,NorthSea,Germany,NA,NA,NA,NA,NA,NA,
PO-SGO-2,515F-806R-EMP2016-P03-B09-PO-SGO-2,1183F-1443R-P11-B09-PO-SGO-2,old_leaf,Poel,2020-06-24,28.01.2021,176,June,Summer,1,54.01201,11.41474,28,4,10,Salinity_Gradient,SG,leaf_piece,Mecklenburg Bay,Germany,6,16.50280603,0.0599828007,0.4817838935,13.69658279,-0.27,
PO-SGY-2,515F-806R-EMP2016-P03-D09-PO-SGY-2,1183F-1443R-P11-D09-PO-SGY-2,young_leaf,Poel,2020-06-24,08.09.2020,176,June,Summer,1,54.01201,11.41474,22,5,14,Salinity_Gradient,SG,leaf_piece,Mecklenburg Bay,Germany,6,16.50280603,0.0599828007,0.4817838935,13.69658279,-0.27,
RO-SGO-1,515F-806R-EMP2016-P03-E09-RO-SGO-1,1183F-1443R-P11-E09-RO-SGO-1,old_leaf,Warnemunde,2020-06-18,15.12.2020,170,June,Summer,2,54.17952,12.10381,57,5,5,Salinity_Gradient,SG,leaf_piece,Mecklenburg Bay,Germany,6,13.78784081,0.03225675469,0.240994879,15.233922,-3.74,
RO-SGY-1,515F-806R-EMP2016-P03-G09-RO-SGY-1,1183F-1443R-P11-G09-RO-SGY-1,young_leaf,Warnemunde,2020-06-18,15.12.2020,170,June,Summer,2,54.17952,12.10381,57,3,NA,Salinity_Gradient,SG,leaf_piece,Mecklenburg Bay,Germany,6,13.78784081,0.03225675469,0.240994879,15.233922,-3.74,
SR1-SGO-3,515F-806R-EMP2016-P03-A10-SR1-SGO-3,1183F-1443R-P12-A10-SR1-SGO-3,old_leaf,Having,2020-07-17,16.12.2020,199,July,Summer,2.4,54.34864,13.67622,102,3,5,Salinity_Gradient,SG,leaf_piece,Greifswald Bay,Germany,8,18.04655599,0.02027305004,0.2446382471,8.38737011,-2.72,
SR1-SGY-3,515F-806R-EMP2016-P03-C10-SR1-SGY-3,1183F-1443R-P12-C10-SR1-SGY-3,young_leaf,Having,2020-07-17,16.12.2020,199,July,Summer,2.4,54.34864,13.67622,87,4,4,Salinity_Gradient,SG,leaf_piece,Greifswald Bay,Germany,8,18.04655599,0.02027305004,0.2446382471,8.38737011,-2.72,
V1-SGO-3,515F-806R-EMP2016-P03-G10-V1-SGO-3,1183F-1443R-P12-G10-V1-SGO-3,old_leaf,Vilm1,2020-07-13,16.12.2020,195,July,Summer,1.65,54.31494,13.51433,57,2,NA,Salinity_Gradient,SG,leaf_piece,Mecklenburg Bay,Germany,6,19.37436846,0.01223278855,0.1917072702,7.14384079,-2.2,
V1-SGY-3,515F-806R-EMP2016-P03-A11-V1-SGY-3,1183F-1443R-P12-A11-V1-SGY-3,young_leaf,Vilm1,2020-07-13,16.12.2020,195,July,Summer,1.65,54.31494,13.51433,41,NA,NA,Salinity_Gradient,SG,leaf_piece,Mecklenburg Bay,Germany,6,19.37436846,0.01223278855,0.1917072702,7.14384079,-2.2,
GLO-SGO-1,515F-806R-EMP2016-GLO-SGO-1,1183F-1443R-GLO-SGO-1,old_leaf,Loissin,2019-06-11,18.02.2020,162,June,Summer,2.65,54.1388,13.5325,29,4,NA,Seagrass_Vibrio,SV,leaf_piece,Greifswald Bay,Germany,5,16.22305603,0.003084285034,0.03844454337,7.010326862,-2.74,
GLO-SGO-2,515F-806R-EMP2016-GLO-SGO-2,1183F-1443R-GLO-SGO-2,old_leaf,Loissin,2019-06-11,19.02.2020,162,June,Summer,2.65,54.1388,13.5325,22,3,NA,Seagrass_Vibrio,SV,leaf_piece,Greifswald Bay,Germany,5,16.22305603,0.003084285034,0.03844454337,7.010326862,-2.74,
GLO-SGO-3,515F-806R-EMP2016-GLO-SGO-3,1183F-1443R-GLO-SGO-3,old_leaf,Loissin,2019-06-11,19.02.2020,162,June,Summer,2.65,54.1388,13.5325,15,2.5,NA,Seagrass_Vibrio,SV,leaf_piece,Greifswald Bay,Germany,5,16.22305603,0.003084285034,0.03844454337,7.010326862,-2.74,
GLO-SGO-4,515F-806R-EMP2016-GLO-SGO-4,1183F-1443R-GLO-SGO-4,old_leaf,Loissin,2019-06-11,20.02.2020,162,June,Summer,2.65,54.1388,13.5325,22,3,NA,Seagrass_Vibrio,SV,leaf_piece,Greifswald Bay,Germany,5,16.22305603,0.003084285034,0.03844454337,7.010326862,-2.74,
GLO-SGY-1,515F-806R-EMP2016-GLO-SGY-1,1183F-1443R-GLO-SGY-1,young_leaf,Loissin,2019-06-11,18.02.2020,162,June,Summer,2.65,54.1388,13.5325,29,4,NA,Seagrass_Vibrio,SV,leaf_piece,Greifswald Bay,Germany,5,16.22305603,0.003084285034,0.03844454337,7.010326862,-2.74,
GLO-SGY-3,515F-806R-EMP2016-GLO-SGY-3,1183F-1443R-GLO-SGY-3,young_leaf,Loissin,2019-06-11,19.02.2020,162,June,Summer,2.65,54.1388,13.5325,15,2.5,NA,Seagrass_Vibrio,SV,leaf_piece,Greifswald Bay,Germany,5,16.22305603,0.003084285034,0.03844454337,7.010326862,-2.74,
GLO-SGY-4,515F-806R-EMP2016-GLO-SGY-4,1183F-1443R-GLO-SGY-4,young_leaf,Loissin,2019-06-11,20.02.2020,162,June,Summer,2.65,54.1388,13.5325,22,3,NA,Seagrass_Vibrio,SV,leaf_piece,Greifswald Bay,Germany,5,16.22305603,0.003084285034,0.03844454337,7.010326862,-2.74,
GH2-SGO-1,515F-806R-EMP2016-GH2-SGO-1,1183F-1443R-GH2-SGO-1,old_leaf,Klosterloch,2019-07-22,18.02.2020,203,July,Summer,2.6,54.5787,13.12525,82,5,5,Seagrass_Vibrio,SV,leaf_piece,Western Pomerania Lagoon National Park,Germany,8,17.15702476,0.03005030616,0.7643322026,16.31298447,-2.65,
GH2-SGO-2,515F-806R-EMP2016-GH2-SGO-2,1183F-1443R-GH2-SGO-2,old_leaf,Klosterloch,2019-07-22,19.02.2020,203,July,Summer,2.6,54.5787,13.12525,53,3,3,Seagrass_Vibrio,SV,leaf_piece,Western Pomerania Lagoon National Park,Germany,8,17.15702476,0.03005030616,0.7643322026,16.31298447,-2.65,
GH2-SGO-3,515F-806R-EMP2016-GH2-SGO-3,1183F-1443R-GH2-SGO-3,old_leaf,Klosterloch,2019-07-22,19.02.2020,203,July,Summer,2.6,54.5787,13.12525,76,5,5,Seagrass_Vibrio,SV,leaf_piece,Western Pomerania Lagoon National Park,Germany,8,17.15702476,0.03005030616,0.7643322026,16.31298447,-2.65,
GH2-SGO-4,515F-806R-EMP2016-GH2-SGO-4,1183F-1443R-GH2-SGO-4,old_leaf,Klosterloch,2019-07-22,20.02.2020,203,July,Summer,2.6,54.5787,13.12525,70,5,4,Seagrass_Vibrio,SV,leaf_piece,Western Pomerania Lagoon National Park,Germany,8,17.15702476,0.03005030616,0.7643322026,16.31298447,-2.65,
GH2-SGY-1,515F-806R-EMP2016-GH2-SGY-1,1183F-1443R-GH2-SGY-1,young_leaf,Klosterloch,2019-07-22,18.02.2020,203,July,Summer,2.6,54.5787,13.12525,82,5,5,Seagrass_Vibrio,SV,leaf_piece,Western Pomerania Lagoon National Park,Germany,8,17.15702476,0.03005030616,0.7643322026,16.31298447,-2.65,
GH2-SGY-2,515F-806R-EMP2016-GH2-SGY-2,1183F-1443R-GH2-SGY-2,young_leaf,Klosterloch,2019-07-22,19.02.2020,203,July,Summer,2.6,54.5787,13.12525,53,3,3,Seagrass_Vibrio,SV,leaf_piece,Western Pomerania Lagoon National Park,Germany,8,17.15702476,0.03005030616,0.7643322026,16.31298447,-2.65,
GH2-SGY-3,515F-806R-EMP2016-GH2-SGY-3,1183F-1443R-GH2-SGY-3,young_leaf,Klosterloch,2019-07-22,19.02.2020,203,July,Summer,2.6,54.5787,13.12525,76,5,5,Seagrass_Vibrio,SV,leaf_piece,Western Pomerania Lagoon National Park,Germany,8,17.15702476,0.03005030616,0.7643322026,16.31298447,-2.65,
GH2-SGY-4,515F-806R-EMP2016-GH2-SGY-4,1183F-1443R-GH2-SGY-4,young_leaf,Klosterloch,2019-07-22,20.02.2020,203,July,Summer,2.6,54.5787,13.12525,70,5,4,Seagrass_Vibrio,SV,leaf_piece,Western Pomerania Lagoon National Park,Germany,8,17.15702476,0.03005030616,0.7643322026,16.31298447,-2.65,
GH8-SGO-1,515F-806R-EMP2016-GH8-SGO-1,1183F-1443R-GH8-SGO-1,old_leaf,Rassower_Strom,2019-07-23,20.02.2020,204,July,Summer,3.4,54.56988,13.22657,85,4.5,5,Seagrass_Vibrio,SV,leaf_piece,Western Pomerania Lagoon National Park,Germany,7,17.28561851,0.007976640847,0.0891595355,13.03911304,-2.99,
GH8-SGO-2,515F-806R-EMP2016-GH8-SGO-2,1183F-1443R-GH8-SGO-2,old_leaf,Rassower_Strom,2019-07-23,06.02.2020,204,July,Summer,3.4,54.56988,13.22657,96,4.5,5,Seagrass_Vibrio,SV,leaf_piece,Western Pomerania Lagoon National Park,Germany,7,17.28561851,0.007976640847,0.0891595355,13.03911304,-2.99,
GH8-SGO-3,515F-806R-EMP2016-GH8-SGO-3,1183F-1443R-GH8-SGO-3,old_leaf,Rassower_Strom,2019-07-23,17.02.2020,204,July,Summer,3.4,54.56988,13.22657,82,5,4,Seagrass_Vibrio,SV,swabbing,Western Pomerania Lagoon National Park,Germany,7,17.28561851,0.007976640847,0.0891595355,13.03911304,-2.99,
GH8-SGO-4,515F-806R-EMP2016-GH8-SGO-4,1183F-1443R-GH8-SGO-4,old_leaf,Rassower_Strom,2019-07-23,20.02.2020,204,July,Summer,3.4,54.56988,13.22657,57,4,3,Seagrass_Vibrio,SV,leaf_piece,Western Pomerania Lagoon National Park,Germany,7,17.28561851,0.007976640847,0.0891595355,13.03911304,-2.99,
GH8-SGY-1,515F-806R-EMP2016-GH8-SGY-1,1183F-1443R-GH8-SGY-1,young_leaf,Rassower_Strom,2019-07-23,20.02.2020,204,July,Summer,3.4,54.56988,13.22657,85,4.5,5,Seagrass_Vibrio,SV,leaf_piece,Western Pomerania Lagoon National Park,Germany,7,17.28561851,0.007976640847,0.0891595355,13.03911304,-2.99,
GH8-SGY-2,515F-806R-EMP2016-GH8-SGY-2,1183F-1443R-GH8-SGY-2,young_leaf,Rassower_Strom,2019-07-23,17.02.2020,204,July,Summer,3.4,54.56988,13.22657,96,4.5,5,Seagrass_Vibrio,SV,swabbing,Western Pomerania Lagoon National Park,Germany,7,17.28561851,0.007976640847,0.0891595355,13.03911304,-2.99,
GH8-SGY-3,515F-806R-EMP2016-GH8-SGY-3,1183F-1443R-GH8-SGY-3,young_leaf,Rassower_Strom,2019-07-23,06.02.2020,204,July,Summer,3.4,54.56988,13.22657,82,5,4,Seagrass_Vibrio,SV,leaf_piece,Western Pomerania Lagoon National Park,Germany,7,17.28561851,0.007976640847,0.0891595355,13.03911304,-2.99,
GH8-SGY-4,515F-806R-EMP2016-GH8-SGY-4,1183F-1443R-GH8-SGY-4,young_leaf,Rassower_Strom,2019-07-23,20.02.2020,204,July,Summer,3.4,54.56988,13.22657,57,4,3,Seagrass_Vibrio,SV,leaf_piece,Western Pomerania Lagoon National Park,Germany,7,17.28561851,0.007976640847,0.0891595355,13.03911304,-2.99,
GH9-SGO-1,515F-806R-EMP2016-GH9-SGO-1,1183F-1443R-GH9-SGO-1,old_leaf,Leuchtturm,2019-07-23,18.02.2020,204,July,Summer,3,54.58645,13.16232,43,2,4,Seagrass_Vibrio,SV,leaf_piece,Western Pomerania Lagoon National Park,Germany,7,17.20579708,0.009215817616,0.205342415,16.31298447,-3.46,
GH9-SGO-2,515F-806R-EMP2016-GH9-SGO-2,1183F-1443R-GH9-SGO-2,old_leaf,Leuchtturm,2019-07-23,19.02.2020,204,July,Summer,3,54.58645,13.16232,51,3.5,6,Seagrass_Vibrio,SV,leaf_piece,Western Pomerania Lagoon National Park,Germany,7,17.20579708,0.009215817616,0.205342415,16.31298447,-3.46,
